Alouatta Alouatta ululata 6361.2888888889
Alouatta Alouatta puruensis 6361.2888888889
Alouatta Alouatta juara 6361.2888888889
Alouatta Alouatta discolor 6361.2888888889
Alouatta Alouatta arctoidea 6361.2888888889
Presbytis Presbytis rubicunda 6348.53
Speothos Speothos venaticus 6324.54
Alouatta Alouatta nigerrima 6320
Trachypithecus Trachypithecus germaini 6300
Marmota Marmota olympus 6299.99
Presbytis Presbytis hosei 6277.78
Lagothrix Lagothrix lagotricha 6263.69
Meles Meles leucurus 6250
Ateles Ateles marginatus 6229.28
Dorcopsis Dorcopsis atrata 6198.87
Alouatta Alouatta belzebul 6157.91
Presbytis Presbytis frontata 6096.6
Spilocuscus Spilocuscus rufoniger 5999.99
Macaca Macaca silenus 5995.25
Lutra Lutra sumatrana 5970.68
Hylobates Hylobates muelleri 5909.81
Chlorocebus Chlorocebus sabaeus 5900
Presbytis Presbytis siamensis 5895.06
Choloepus Choloepus hoffmanni 5893.5
Thylogale Thylogale billardierii 5865.86
Hylobates Hylobates moloch 5860.81
Hylobates Hylobates agilis 5829.08
Hylobates Hylobates klossii 5822.29
Hylobates Hylobates albibarbis 5820
Spilocuscus Spilocuscus kraemeri 5753.64
Propithecus Propithecus candidus 5750
Macaca Macaca cyclopis 5748.94
Cerdocyon Cerdocyon thous 5741.66
Nomascus Nomascus siki 5600
Petrogale Petrogale persephone 5585.63
Hylobates Hylobates lar 5578.61
Alouatta Alouatta caraya 5576.96
Vulpes Vulpes ferrilata 5543.74
Hylobates Hylobates pileatus 5542.37
Avahi Avahi cleesei 5500
Dorcopsis Dorcopsis hageni 5499.99
Cercopithecus Cercopithecus hamlyni 5490
Thylogale Thylogale browni 5478
Thylogale Thylogale thetis 5399.95
Marmota Marmota baibacina 5375
Dorcopsis Dorcopsis muelleri 5370.79
Cabassous Cabassous tatouay 5349.95
Cercopithecus Cercopithecus neglectus 5324.52
Cercopithecus Cercopithecus lhoesti 5307.47
Macropus Macropus eugenii 5278.48
Tragulus Tragulus napu 5273.67
Spilocuscus Spilocuscus wilsoni 5271.3633333333
Spilocuscus Spilocuscus papuensis 5271.3633333333
Cercopithecus Cercopithecus solatus 5256.91
Cercopithecus Cercopithecus nictitans 5256.91
Marmota Marmota vancouverensis 5232.43
Capromys Capromys pilorides 5200
Alouatta Alouatta guariba 5188.33
Ailurus Ailurus fulgens 5170.08
Petrogale Petrogale herberti 5150
Macrogalidia Macrogalidia musschenbroekii 5148.86
Cercopithecus Cercopithecus preussi 5132.57
Meles Meles anakuma 5100
Propithecus Propithecus coronatus 5087.6475
Leopardus Leopardus colocolo 5000
Macaca Macaca radiata 4999.99
Dasyprocta Dasyprocta mexicana 4999.99
Onychogalea Onychogalea fraenata 4952.05
Dorcopsis Dorcopsis luctuosa 4939.56
Presbytis Presbytis natunae 4920
Philantomba Philantomba monticola 4896.05
Manis Manis javanica 4861.71
Lepus Lepus othus 4837.35
Madoqua Madoqua kirkii 4833.4
Vulpes Vulpes vulpes 4820.36
Tamandua Tamandua tetradactyla 4800
Peroryctes Peroryctes broadbenti 4800
Petrogale Petrogale godmani 4750
Marmota Marmota camtschatica 4750
